depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-001031,-0.1303143384941222,CHLA-266,Embryonal Tumor,CNS/Brain,False,CA9
ACH-001338,0.1151691375185286,CHP-134,Neuroblastoma,Peripheral Nervous System,False,CA9
ACH-001407,-0.0820921091305798,UM-UC-13,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,False,CA9
ACH-001409,-0.0659515256483882,UM-UC-16,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,False,CA9
ACH-001454,-0.1529805145890974,C10,Colorectal Adenocarcinoma,Bowel,False,CA9
ACH-001511,-0.0996275776412949,H413,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CA9
ACH-001518,0.0166029160847842,HEC-116,Endometrial Carcinoma,Uterus,False,CA9
ACH-001522,-0.0765243315011776,HMY-1,Melanoma,Skin,False,CA9
ACH-001536,-0.153769115972636,KKU-100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,False,CA9
ACH-001551,0.0565312168476638,MCC14/2,Merkel Cell Carcinoma,Skin,False,CA9
ACH-001554,-0.0820126974629688,mel-202,Ocular Melanoma,Eye,False,CA9
ACH-001555,-0.3726394094434535,Mero-14,Pleural Mesothelioma,Pleura,False,CA9
ACH-001557,-0.2398464277499403,Mero-41,Pleural Mesothelioma,Pleura,False,CA9
ACH-001563,-0.0940757976240091,MM127,Melanoma,Skin,False,CA9
ACH-001574,-0.1055739342849825,MOLM-14,Acute Myeloid Leukemia,Myeloid,False,CA9
ACH-001607,0.0012498840812888,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,False,CA9
ACH-001655,-0.009547803300794,SKN,Uterine Sarcoma/Mesenchymal,Uterus,False,CA9
ACH-001674,-0.0303568223448589,TGW,Neuroblastoma,Peripheral Nervous System,False,CA9
ACH-001687,-0.024663041643363,UM-RC-3,Renal Cell Carcinoma,Kidney,False,CA9
ACH-001695,-0.008176768927645,UPCI-SCC-099,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CA9
ACH-001696,0.0057338140211824,UPCI-SCC-111,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CA9
ACH-001699,-0.0628146921238771,UPCI-SCC-131,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CA9
ACH-001737,0.070709707189596,CTV-1-DM,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,False,CA9
ACH-001819,-0.0181323648960407,MFM-223,Invasive Breast Carcinoma,Breast,False,CA9
